交易号                  ,商户订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2015081021001001330270125852	","T200P1143690306938587	",2015/8/10 12:58,2015/8/10 12:59,2015/8/20 15:19,淘宝        ,支付宝担保交易         ,雅雯丽人旗舰店         ,1个送冰袋可爱卡通男女睡眠遮光眼罩冷热敷睡觉眼罩消眼疲劳冰袋,7.79,支出      ,交易成功    ,0,0,                    ,已支出      
"2015081021001001330272705798	","T1100P1143690306948587	",2015/8/10 12:58,2015/8/10 12:59,2015/8/10 15:20,淘宝        ,支付宝担保交易         ,众安收2            ,保险-买家版运费险-1个送冰袋可爱卡通男女睡眠遮光眼罩冷热敷睡觉眼罩消眼疲劳冰袋等,0.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2015081021001001330270291499	","T1100P1142556553178587	",2015/8/10 10:34,2015/8/10 12:59,2015/8/10 17:29,淘宝        ,支付宝担保交易         ,众安收2            ,保险-买家版运费险-芬逸秋冬季睡衣女纯棉长袖春秋季睡衣套装全棉可爱秋天女士家居服等,0.6,支出      ,交易成功    ,0,0,                    ,已支出      
"2015081021001001330273382396	","T200P1142556553168587	",2015/8/10 10:34,2015/8/10 12:59,2015/8/20 17:30,淘宝        ,支付宝担保交易         ,芬逸旗舰店           ,芬逸秋冬季睡衣女纯棉长袖春秋季睡衣套装全棉可爱秋天女士家居服(积分代付2.03),64.97,支出      ,交易成功    ,0,0,                    ,已支出      
"2015080921001001330269383107	","T1100P1141737831098587	",2015/8/9 18:38,                    ,2015/8/9 18:46,淘宝        ,支付宝担保交易         ,众安收2            ,保险-买家版运费险-芬逸秋冬季睡衣女纯棉长袖春秋季睡衣套装全棉可爱秋天女士家居服等,0.6,        ,交易关闭    ,0,0,                    ,         
"2015080921001001330273257824	","T200P1141737831088587	",2015/8/9 18:38,                    ,2015/8/9 18:39,淘宝        ,支付宝担保交易         ,芬逸旗舰店           ,芬逸秋冬季睡衣女纯棉长袖春秋季睡衣套装全棉可爱秋天女士家居服(积分代付2.03),64.97,        ,交易关闭    ,0,0,                    ,         
"2015080121001004330086771848	","27179250891438422247	",2015/8/1 17:44,2015/8/1 17:44,2017/1/30 17:46,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团/大众点评         ,美团订单-27179250891438422247,118,支出      ,交易成功    ,0,0,                    ,已支出      
"20150731110500101000330026901264	","20150731110500501000330007916671	",2015/7/31 5:34,2015/7/31 5:34,2015/7/31 5:34,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,60,        ,交易成功    ,0,0,                    ,资金转移     
"20150730200040011100540034098379	","                    	",2015/7/30 22:17,2015/7/30 22:17,2015/7/30 22:17,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,60,收入      ,交易成功    ,0,0,                    ,已收入      
"20150726110500201010330003658368	","LC201507260741402324	",2015/7/26 7:41,2015/7/26 7:41,2015/7/26 7:42,支付宝网站     ,即时到账交易          ,中国邮政储蓄银行        ,余额宝-转出到银行卡          ,10000,        ,交易成功    ,0,0,                    ,资金转移     
"2015072521001004330071378373	","M2015072558387546   	",2015/7/25 7:44,2015/7/25 7:44,2017/1/23 7:45,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,19,                    ,已支出      
"2015072321001004330071063433	","M2015072355184668   	",2015/7/23 13:25,2015/7/23 13:26,2017/1/21 13:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2015071921001004330047895085	","2918559             	",2015/7/19 18:56,2015/7/19 18:56,2016/7/18 18:57,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京欧尚超市有限公司      ,支付宝支付               ,82.56,支出      ,交易成功    ,0,0,                    ,已支出      
"2015071521001004330047291497	","M2015071540816185   	",2015/7/15 16:13,2015/7/15 16:13,2017/1/13 16:14,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,19,                    ,已支出      
"2015071121001004330043225771	","4777010635737       	",2015/7/11 20:41,2015/7/11 20:41,2017/1/9 20:42,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,23.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2015071121001004330040433506	","4776957494737       	",2015/7/11 20:39,2015/7/11 20:39,2017/1/9 20:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,68.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2015071121001001330234298613	","T200P1097698280238587	",2015/7/11 19:26,2015/7/11 19:26,2015/7/23 8:01,淘宝        ,支付宝担保交易         ,希斯朵家居专营店        ,蜜蜜花内衣收纳盒三件套有盖塑料抽屉整理箱文胸裤袜子储物收纳箱,26.8,支出      ,交易成功    ,0,0,                    ,已支出      
"2015071121001001330228911843	","T200P1096777176168587	",2015/7/11 19:21,                    ,2015/7/14 19:21,淘宝        ,支付宝担保交易         ,希斯朵家居专营店        ,蜜蜜花内衣收纳盒三件套有盖塑料抽屉整理箱文胸裤袜子储物收纳箱,26.8,        ,交易关闭    ,0,0,                    ,         
"2015070921001004330040309932	","4720203942737       	",2015/7/9 13:31,2015/7/9 13:31,2017/1/7 13:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,30.9,支出      ,交易成功    ,0,0,                    ,已支出      
"20150707110500101000330024972572	","20150707110500501000330007490202	",2015/7/7 5:22,2015/7/7 5:22,2015/7/7 5:22,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,180,        ,交易成功    ,0,0,                    ,资金转移     
"20150706200040011100540027987404	","                    	",2015/7/6 22:06,2015/7/6 22:06,2015/7/6 22:06,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,180,收入      ,交易成功    ,0,0,                    ,已收入      
"20150705110500201010330003254030	","LC201507051052096242	",2015/7/5 10:52,2015/7/5 10:52,2015/7/5 11:17,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"20150623200040011100330024641793	","                    	",2015/6/23 18:02,2015/6/23 18:02,2015/6/23 18:02,支付宝网站     ,即时到账交易          ,苑明明             ,转账                  ,500,支出      ,交易成功    ,0,0,                    ,已支出      
"20150619200040011100330023884356	","                    	",2015/6/19 17:00,2015/6/19 17:00,2015/6/19 17:00,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,4000,支出      ,交易成功    ,0,0,                    ,已支出      
"20150619110500100010330023548835	","LC201506191659043687	",2015/6/19 16:59,2015/6/19 16:59,2015/6/19 16:59,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,2000,        ,交易成功    ,0,0,                    ,资金转移     
"20150619200040011100540023710413	","                    	",2015/6/19 16:33,2015/6/19 16:34,2015/6/19 16:34,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,2000,收入      ,交易成功    ,0,0,                    ,已收入      
"2015061521001004330042332327	","M2015061585086168   	",2015/6/15 10:10,2015/6/15 10:10,2016/12/14 10:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,21,                    ,已支出      
"2015060721001004330009242643	","15060765594849239464	",2015/6/7 23:42,2015/6/7 23:42,2015/9/6 23:43,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,311.6,支出      ,交易成功    ,0,0,                    ,已支出      
"2015060521001004330003702569	","M2015060570926388   	",2015/6/5 16:59,2015/6/5 16:59,2016/12/4 16:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2015053121001001330217320821	","T200P953479265878587	",2015/5/31 17:43,                    ,2015/5/31 18:14,淘宝        ,支付宝担保交易         ,huahuiyan       ,【天天特价】厚底松糕凉拖鞋豹纹波点夹脚人字沙滩鞋中跟9.9包邮,9.8,        ,交易关闭    ,0,0,                    ,         
"2015052221001001330276011229	","T200P946367591208587	",2015/5/22 13:07,2015/5/22 13:09,2015/5/28 17:30,淘宝        ,支付宝担保交易         ,麦红家居专营店         ,麦红X型晾衣架不锈钢落地折叠双杆晒被架阳台室内挂衣伸缩晒衣架,98,支出      ,交易成功    ,0,0,                    ,已支出      
"20150521110500100010330020813276	","LC201505212309136146	",2015/5/21 23:09,2015/5/21 23:09,2015/5/21 23:09,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,5000,        ,交易成功    ,0,0,                    ,资金转移     
"20150516110500201010330002208269	","LC201505160836595825	",2015/5/16 8:37,2015/5/16 8:37,2015/5/16 8:58,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"2015051521001004330009220557	","M2015051539224634   	",2015/5/15 19:09,2015/5/15 19:09,2016/11/13 19:11,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2015051521001004330009314938	","15051598837545775632	",2015/5/15 12:33,2015/5/15 12:33,2015/8/14 12:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,11,支出      ,交易成功    ,0,0,                    ,已支出      
"2015051521001004330007705766	","15051596776945892827	",2015/5/15 10:34,2015/5/15 10:34,2015/8/14 10:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,25,支出      ,交易成功    ,0,0,                    ,已支出      
"20150513200040011100330014655989	","                    	",2015/5/13 21:02,2015/5/13 21:02,2015/5/13 21:02,支付宝网站     ,即时到账交易          ,刘思瑶             ,转账                  ,200,支出      ,交易成功    ,0,0,                    ,已支出      
"2015050800001000330054691103	","17150508032445511107	",2015/5/8 15:27,2015/5/8 15:28,2015/8/7 15:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,酒仙网电子商务股份有限公司   ,1.72E+19,110.02,支出      ,交易成功    ,0,0,                    ,已支出      
"20150507200040011100330013176516	","                    	",2015/5/7 11:48,2015/5/7 11:48,2015/5/7 11:48,支付宝网站     ,即时到账交易          ,王然              ,转账                  ,728,支出      ,交易成功    ,0,0,                    ,已支出      
"20150507110500201010330002041937	","LC201505071050419906	",2015/5/7 10:50,2015/5/7 10:50,2015/5/7 12:06,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,800,        ,交易成功    ,0,0,                    ,资金转移     
"20150506110500201010330002021975	","LC201505061022396704	",2015/5/6 10:22,2015/5/6 10:22,2015/5/6 11:28,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1500,        ,交易成功    ,0,0,                    ,资金转移     
"20150504110500201010330001995081	","LC201505042137481941	",2015/5/4 21:37,2015/5/4 21:37,2015/5/4 21:59,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,2000,        ,交易成功    ,0,0,                    ,资金转移     
"2015050121001004330072230041	","M2015050118231773   	",2015/5/1 16:08,2015/5/1 16:08,2016/10/30 16:08,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20150429110500101000330018681834	","20150429110500501000330005877557	",2015/4/29 5:21,2015/4/29 5:21,2015/4/29 5:21,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,396,        ,交易成功    ,0,0,                    ,资金转移     
"20150428110500100010330018655909	","LC201504282123022231	",2015/4/28 21:23,2015/4/28 21:23,2015/4/28 21:23,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,396,        ,交易成功    ,0,0,                    ,资金转移     
"20150428200040011100330011380183	","                    	",2015/4/28 21:22,2015/4/28 21:22,2015/4/28 21:22,支付宝网站     ,即时到账交易          ,刘艳美             ,充值-普通充值             ,198,        ,交易成功    ,0,0,                    ,资金转移     
"20150428200040011100540011266838	","                    	",2015/4/28 21:20,2015/4/28 21:21,2015/4/28 21:21,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,198,收入      ,交易成功    ,0,0,                    ,已收入      
"20150428200040011100330011329121	","                    	",2015/4/28 15:53,2015/4/28 15:53,2015/4/28 15:53,支付宝网站     ,即时到账交易          ,苑明明             ,转账                  ,300,支出      ,交易成功    ,0,0,                    ,已支出      
"2015042721001004330037962494	","15042750104943844519	",2015/4/27 20:38,2015/4/27 20:38,2015/7/27 20:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,294.7,支出      ,交易成功    ,0,0,                    ,已支出      
"20150416110500100010330017553137	","LC201504160926130041	",2015/4/16 9:26,2015/4/16 9:26,2015/4/16 9:26,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,4000,        ,交易成功    ,0,0,                    ,资金转移     
"20150415110500100010330017492688	","LC201504151642202224	",2015/4/15 16:42,2015/4/15 16:42,2015/4/15 16:42,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,4000,        ,交易成功    ,0,0,                    ,资金转移     
"2015041121001001330263632366	","T100P919448296158587	",2015/4/11 9:23,2015/4/11 9:23,2015/4/11 9:28,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,139-3228-3394 河北 移动手机 话费充值 50元 快充直充 24小时自动充值即时到帐,49.75,支出      ,交易成功    ,0,0,                    ,已支出      
"20150408110500100010330016868774	","LC201504081817151320	",2015/4/8 18:17,2015/4/8 18:17,2015/4/8 18:17,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,3000,        ,交易成功    ,0,0,                    ,资金转移     
"2015040521001004330086358804	","M2015040574312007   	",2015/4/5 7:34,2015/4/5 7:34,2016/10/4 7:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2015040221001001330244983157	","T100P912722372558587	",2015/4/2 22:23,2015/4/2 22:23,2015/4/2 22:23,淘宝        ,支付宝担保交易         ,中国电信官方旗舰店       ,133-8332-0669 中国电信河北手机充值50元话费充值直充快充河北电信手机充值话费,49.2,支出      ,交易成功    ,0,0,                    ,已支出      
"20150324110500100010330015648316	","LC201503242029153387	",2015/3/24 20:29,2015/3/24 20:29,2015/3/24 20:29,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,844,        ,交易成功    ,0,0,                    ,资金转移     
"20150324200040011100330004023385	","                    	",2015/3/24 20:25,2015/3/24 20:25,2015/3/24 20:25,支付宝网站     ,即时到账交易          ,刘艳美             ,充值-普通充值             ,422,        ,交易成功    ,0,0,                    ,资金转移     
"20150324200040011100540003916486	","                    	",2015/3/24 20:23,2015/3/24 20:24,2015/3/24 20:24,支付宝网站     ,即时到账交易          ,晋云香             ,转账                  ,422,收入      ,交易成功    ,0,0,                    ,已收入      
"2015032400001000330050677082	","1269645225-0155388570	",2015/3/24 20:21,2015/3/24 20:21,2016/9/22 20:22,其他（包括阿里巴巴和外部商家）,即时到账交易          ,携程网             ,"单程	北京-榆林            ",422,支出      ,交易成功    ,0,0,                    ,已支出      
"2015032221001001330218260157	","T100P901739995368587	",2015/3/22 22:49,2015/3/22 22:49,2015/3/22 22:55,淘宝        ,支付宝担保交易         ,腾达话费充值专营店       ,150-1057-5339 北京移动50元快充 自动充值 手机充值 即时到帐,49.98,支出      ,交易成功    ,0,0,                    ,已支出      
"20150320110500201010330001166884	","LC201503202146188685	",2015/3/20 21:46,2015/3/20 21:46,2015/3/24 15:20,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,2000,        ,交易成功    ,0,0,                    ,资金转移     
"2015032021001004330037585824	","W2015032035793355   	",2015/3/20 10:39,2015/3/20 10:40,2016/9/18 10:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,19,                    ,已支出      
"2015031800001000330050163328	","15031878487247601182	",2015/3/18 21:48,2015/3/18 21:48,2015/6/17 21:50,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,78,支出      ,交易成功    ,0,0,                    ,已支出      
"2015031721001004330037834703	","W2015031729887902   	",2015/3/17 15:11,2015/3/17 15:12,2016/9/15 15:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,21.5,                    ,已支出      
"20150317200040011100330002489672	","                    	",2015/3/17 9:05,2015/3/17 9:05,2015/3/17 9:05,支付宝网站     ,即时到账交易          ,苑明明             ,还款                  ,1000,支出      ,交易成功    ,0,0,还款                  ,已支出      
"20150316110500201010330001092786	","LC201503161753447844	",2015/3/16 17:53,2015/3/16 17:53,2015/3/16 18:55,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"2015031521001004330037150367	","15031529182247297940	",2015/3/15 20:25,2015/3/15 20:25,2015/6/14 20:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,97,支出      ,交易成功    ,0,0,                    ,已支出      
"2015031421001004330037141876	","15031404880147410305	",2015/3/14 20:15,2015/3/14 20:15,2015/6/13 20:16,其他（包括阿里巴巴和外部商家）,即时到账交易          ,唯品会             ,限购商品                ,88,支出      ,交易成功    ,0,0,                    ,已支出      
"20150313110500100010330014708614	","LC201503131649222953	",2015/3/13 16:49,2015/3/13 16:49,2015/3/13 16:49,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-单次转入            ,2000,        ,交易成功    ,0,0,                    ,资金转移     
"2015031021001004330017751709	","2934464962737       	",2015/3/10 14:58,2015/3/10 14:58,2016/9/8 14:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,57,支出      ,交易成功    ,0,0,                    ,已支出      
"2015030721001004330016107906	","17645567241425709741	",2015/3/7 14:30,2015/3/7 14:30,2015/3/10 3:12,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团/大众点评         ,美团订单-17645567241425709741,45,支出      ,交易关闭    ,0,45,                    ,已支出      
"2015030621001004330016105877	","17569651201425608727	",2015/3/6 10:25,2015/3/6 10:25,2016/9/4 10:27,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团/大众点评         ,美团订单-17569651201425608727,20,支出      ,交易成功    ,0,0,                    ,已支出      
"20150306110500101000330014043684	","20150306110500501000330004654210	",2015/3/6 6:43,2015/3/6 6:43,2015/3/6 6:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,1.14,        ,交易成功    ,0,0,                    ,资金转移     
"20150305200040011100170001396051	","20150305980630011795016404070003	",2015/3/5 21:21,2015/3/5 21:22,2015/3/5 21:22,支付宝网站     ,即时到账交易          ,王然              ,收到红包—现金             ,1.14,收入      ,交易成功    ,0,0,                    ,已收入      
"2015030421001001330021475214	","T100P887825348738587	",2015/3/4 12:07,2015/3/4 12:07,2015/3/4 12:10,淘宝        ,支付宝担保交易         ,卡创话费充值专营店       ,150-1057-5339 北京移动话费 100元快充 自动充值 手机充值 即时到帐 快充,99.98,支出      ,交易成功    ,0,0,                    ,已支出      
"2015022421001001330019404065	","T100P881495193438587	",2015/2/24 9:04,2015/2/24 9:04,2015/2/24 9:04,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,150-2784-6209 河北 移动手机 话费充值 30元 快充直充 24小时自动充值即时到帐,29.85,支出      ,交易成功    ,0,0,                    ,已支出      
"2015022421001001330021846122	","T100P882924932788587	",2015/2/24 9:04,                    ,2015/2/25 9:04,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,150-2784-6209 河北 移动手机 话费充值 30元 快充直充 24小时自动充值即时到帐,29.85,        ,交易关闭    ,0,0,                    ,         
"2015022421001004330014629200	","M2015022415557491   	",2015/2/24 7:24,2015/2/24 7:24,2016/8/25 7:25,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
"2015022321001004330015757664	","17075617061424678055	",2015/2/23 15:54,2015/2/23 15:54,2016/8/24 15:56,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团/大众点评         ,美团订单-17075617061424678055,70,支出      ,交易成功    ,0,0,                    ,已支出      
"20150219110500124010330012801724	","461d82b5801f4d1da19b0c9297f0b1fa	",2015/2/19 8:58,2015/2/19 8:58,2015/2/19 8:58,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150219110500124010330012801692	","7dac6030ef1b4456983fa34000312b62	",2015/2/19 8:58,2015/2/19 8:58,2015/2/19 8:58,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150219110500124010330012801669	","1590024214a249c9b3deb1afc5817853	",2015/2/19 8:57,2015/2/19 8:57,2015/2/19 8:57,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150219110500124010330012801646	","a91dabff0c0c4cc887c94785a67a4df6	",2015/2/19 8:57,2015/2/19 8:57,2015/2/19 8:57,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150219110500124010330012801624	","39543aa462a142fba5a9ae9f905e12d4	",2015/2/19 8:57,2015/2/19 8:57,2015/2/19 8:57,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150219110500101000330012783972	","20150219110500501000330004357599	",2015/2/19 6:43,2015/2/19 6:43,2015/2/19 6:43,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,9.38,        ,交易成功    ,0,0,                    ,资金转移     
"20150218200040011100170000909903	","20150218230630011768011208990001	",2015/2/18 21:23,2015/2/18 21:29,2015/2/18 21:29,支付宝网站     ,即时到账交易          ,王然              ,收到红包—现金             ,6.66,收入      ,交易成功    ,0,0,                    ,已收入      
"20150218000040011100180065747828	","20150218600630021865010513020003	",2015/2/18 13:25,2015/2/18 13:30,2015/2/18 13:30,支付宝网站     ,即时到账交易          ,张国柱             ,收到红包—现金             ,2.72,收入      ,交易成功    ,0,0,                    ,已收入      
"2088612470949330_33546234018768127881	","                    	",2015/2/17 21:04,2015/2/17 21:04,2015/3/4 6:55,支付宝网站     ,即时到账交易          ,杭州快智科技有限公司      ,安徽春晚-快的红包           ,5.67,        ,交易成功    ,0,0,                    ,         
"2015021621001001330023573367	","T100P881554445208587	",2015/2/16 10:26,2015/2/16 10:26,2015/2/16 10:26,淘宝        ,支付宝担保交易         ,中国移动官方旗舰店       ,139-3228-3394 河北 移动手机 话费充值 50元 快充直充 24小时自动充值即时到帐,49.75,支出      ,交易成功    ,0,0,                    ,已支出      
"2015021421001001330020428506	","T100P880201181888587	",2015/2/14 14:33,2015/2/14 14:33,2015/2/14 14:34,淘宝        ,支付宝担保交易         ,易充宝话费充值专营店      ,150-1057-5339 自动充值 即时到帐 北京移动50元话费快充,49.97,支出      ,交易成功    ,0,0,                    ,已支出      
"20150214110500124010330012229782	","e2e3f51091ca43f3a395c746bd9db349	",2015/2/14 10:08,2015/2/14 10:08,2015/2/14 10:08,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,红包提现到余额宝            ,0,        ,交易成功    ,0,0,                    ,资金转移     
"20150213110500101000330012078231	","20150213110500501000330004230148	",2015/2/13 6:44,2015/2/13 6:44,2015/2/13 6:44,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,4,        ,交易成功    ,0,0,                    ,资金转移     
"20150212200040011100170000631558	","20150212830630071754005823950001	",2015/2/12 11:42,2015/2/12 11:44,2015/2/12 11:44,支付宝网站     ,即时到账交易          ,王然              ,接龙红包分钱              ,3,收入      ,交易成功    ,0,0,                    ,已收入      
"20150212200040011100170000672532	","20150212450630031789005810870001	",2015/2/12 11:37,2015/2/12 11:37,2015/2/12 11:37,支付宝网站     ,即时到账交易          ,*然              ,收到逗比红包              ,1,收入      ,交易成功    ,0,0,                    ,已收入      
"20150212110500101000330011941370	","20150212110500501000330004206783	",2015/2/12 6:44,2015/2/12 6:44,2015/2/12 6:44,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-自动转入            ,21,        ,交易成功    ,0,0,                    ,资金转移     
"2015020921001004330094070407	","2666899921737       	",2015/2/9 22:21,2015/2/9 22:21,2015/2/11 22:20,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,131.4,支出      ,交易关闭    ,0,131.4,                    ,已支出      
"20150209000040011100330091991343	","                    	",2015/2/9 19:42,2015/2/9 19:42,2015/2/9 19:42,支付宝网站     ,即时到账交易          ,孙鑫              ,转账                  ,2599,支出      ,交易成功    ,0,0,                    ,已支出      
"20150209000040011100910090039988	","201502095609980     	",2015/2/9 17:44,2015/2/9 17:44,2015/2/9 18:59,支付宝网站     ,即时到账交易          ,苑明明             ,转账到银行卡-第二次1005      ,1005,收入      ,交易成功    ,0,0,                    ,已收入      
"20150209000040011100910087103573	","201502094473648     	",2015/2/9 15:26,2015/2/9 15:26,2015/2/9 23:27,支付宝网站     ,即时到账交易          ,苑明明             ,转账到银行卡-先5000后1005   ,5000,收入      ,交易成功    ,0,0,                    ,已收入      
"2015020421001004330094365864	","2592492628737       	",2015/2/4 21:50,2015/2/4 21:50,2016/8/5 21:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,纽海电子商务（上海）有限公司  ,1号店订单，只为更好的生活       ,169.3,支出      ,交易成功    ,0,0,                    ,已支出      
"2015013021001004330075104404	","W2015013005855991   	",2015/1/30 12:51,2015/1/30 12:51,2016/7/31 12:53,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,21,                    ,已支出      
"20150124110500201010330000300517	","LC201501240958396410	",2015/1/24 9:58,2015/1/24 9:58,2015/1/24 10:25,支付宝网站     ,即时到账交易          ,中国工商银行          ,余额宝-转出到银行卡          ,1000,        ,交易成功    ,0,0,                    ,资金转移     
"2015012421001004330027834767	","M2015012472415687   	",2015/1/24 7:43,2015/1/24 7:43,2016/7/25 7:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国铁路总公司资金清算中心   ,火车票                 ,23.5,支出      ,交易成功    ,0,0,                    ,已支出      
